0.000000	0.000000	#39: 252,27
49.000000	49.000000	-69,49
0.000000	0.000000	#40: -344,71
49.000000	49.000000	-184,-2
0.000000	0.000000	#41: -310,62
49.000000	49.000000	79,33
0.000000	0.000000	#42: 227,67
49.000000	49.000000	249,63
0.000000	0.000000	#43: -124,-10
49.000000	49.000000	71,10
0.000000	0.000000	#44: -84,18
49.000000	49.000000	135,-13
0.000000	0.000000	#45: 22,48
49.000000	49.000000	233,60
0.000000	0.000000	#46: -286,46
49.000000	49.000000	-221,27
0.000000	0.000000	#47: 103,35
49.000000	49.000000	226,-21
0.000000	0.000000	#48: 235,-3
49.000000	49.000000	300,-20
0.000000	0.000000	#49: 235,73
49.000000	49.000000	66,75
0.000000	0.000000	#50: -41,62
49.000000	49.000000	292,82
0.000000	0.000000	#51: -278,31
49.000000	49.000000	-92,10
0.000000	0.000000	#52: -45,-21
49.000000	49.000000	-185,32
0.000000	0.000000	#53: -6,-6
49.000000	49.000000	27,44
0.000000	0.000000	#54: -270,61
49.000000	49.000000	150,53
0.000000	0.000000	#55: -349,42
49.000000	49.000000	-97,25
0.000000	0.000000	#56: -329,57
49.000000	49.000000	-4,61
0.000000	0.000000	#57: -231,48
49.000000	49.000000	282,56
0.000000	0.000000	#58: 129,47
49.000000	49.000000	-300,31
0.000000	0.000000	#59: 342,70
49.000000	49.000000	231,55
0.000000	0.000000	#60: 318,66
49.000000	49.000000	-316,34
0.000000	0.000000	#61: -312,79
49.000000	49.000000	302,30
0.000000	0.000000	#62: -62,76
49.000000	49.000000	333,48
0.000000	0.000000	#63: 290,65
49.000000	49.000000	-29,27
0.000000	0.000000	#64: 69,55
49.000000	49.000000	-251,63
0.000000	0.000000	#65: -175,47
49.000000	49.000000	-18,32
0.000000	0.000000	#66: 168,38
49.000000	49.000000	319,56
0.000000	0.000000	#67: 31,44
49.000000	49.000000	-355,56
0.000000	0.000000	#68: -308,73
49.000000	49.000000	-158,64
0.000000	0.000000	#69: 152,56
49.000000	49.000000	-191,52
0.000000	0.000000	#70: 230,51
49.000000	49.000000	57,45
0.000000	0.000000	#71: 358,79
49.000000	49.000000	-50,55
0.000000	0.000000	#72: 64,-21
49.000000	49.000000	25,-26
0.000000	0.000000	#73: -178,3
49.000000	49.000000	-357,-11
0.000000	0.000000	#74: -86,-18
49.000000	49.000000	-195,-18
0.000000	0.000000	#75: 98,-27
49.000000	49.000000	61,-4
0.000000	0.000000	#76: 230,3
49.000000	49.000000	-81,-8
0.000000	0.000000	#77: -12,-11
49.000000	49.000000	-140,-13
0.000000	0.000000	#78: -46,-21
49.000000	49.000000	153,10
0.000000	0.000000	#79: -142,-5
49.000000	49.000000	257,-9
0.000000	0.000000	#80: -53,-17
49.000000	49.000000	61,12
0.000000	0.000000	#81: -99,11
49.000000	49.000000	298,9
0.000000	0.000000	#82: -354,5
49.000000	49.000000	-314,-3
0.000000	0.000000	#83: -273,9
49.000000	49.000000	263,-24
0.000000	0.000000	#84: -226,-29
49.000000	49.000000	141,-7
0.000000	0.000000	#85: 151,-22
49.000000	49.000000	-271,5
0.000000	0.000000	#86: 43,-20
49.000000	49.000000	-203,-24
0.000000	0.000000	#87: 13,-8
49.000000	49.000000	-136,-29
0.000000	0.000000	#88: -305,15
49.000000	49.000000	139,-5
0.000000	0.000000	#89: 322,-10
49.000000	49.000000	35,-1
0.000000	0.000000	#90: 73,11
49.000000	49.000000	-299,-15
0.000000	0.000000	#91: -153,-21
49.000000	49.000000	-26,-23
0.000000	0.000000	#92: 292,-17
49.000000	49.000000	330,2
0.000000	0.000000	#93: 141,0
49.000000	49.000000	-52,-20
0.000000	0.000000	#94: 188,-26
49.000000	49.000000	-27,9
0.000000	0.000000	#95: -158,-1
49.000000	49.000000	260,3
0.000000	0.000000	#96: -190,-3
49.000000	49.000000	290,-25
0.000000	0.000000	#97: -14,8
49.000000	49.000000	67,7
0.000000	0.000000	#98: -301,12
49.000000	49.000000	58,-20
0.000000	0.000000	#99: 96,2
49.000000	49.000000	-111,-12
0.000000	0.000000	#100: 315,-6
49.000000	49.000000	84,-15
0.000000	0.000000	#101: -98,-20
49.000000	49.000000	298,-8
0.000000	0.000000	#102: 212,-29
49.000000	49.000000	-46,-17
0.000000	0.000000	#103: 274,-16
49.000000	49.000000	296,-15
0.000000	0.000000	#104: 166,15
49.000000	49.000000	-352,1
0.000000	0.000000	#105: 27,1
49.000000	49.000000	-84,-16
0.000000	0.000000	#106: -319,13
49.000000	49.000000	-216,-2
0.000000	0.000000	#107: -143,8
49.000000	49.000000	70,-24
0.000000	0.000000	#108: -71,-16
49.000000	49.000000	75,-14
0.000000	0.000000	#109: 248,-10
49.000000	49.000000	86,-29
0.000000	0.000000	#110: 178,-6
49.000000	49.000000	-133,8
0.000000	0.000000	#111: 131,-28
49.000000	49.000000	289,0
0.000000	0.000000	#112: 27,-20
49.000000	49.000000	-87,-30
0.000000	0.000000	#113: -161,9
49.000000	49.000000	-73,-19
0.000000	0.000000	#114: 251,2
49.000000	49.000000	-10,-20
0.000000	0.000000	#115: -133,-5
49.000000	49.000000	-242,-24
0.000000	0.000000	#116: -48,-28
49.000000	49.000000	344,-3
0.000000	0.000000	#117: -330,13
49.000000	49.000000	-46,-15
0.000000	0.000000	#118: -333,-2
49.000000	49.000000	-159,9
0.000000	0.000000	#119: 47,11
49.000000	49.000000	65,6
0.000000	0.000000	#120: -203,-6
49.000000	49.000000	-159,-23
0.000000	0.000000	#121: -183,-22
49.000000	49.000000	-323,4
0.000000	0.000000	#122: 348,-28
49.000000	49.000000	-230,-15
0.000000	0.000000	#123: 124,-17
49.000000	49.000000	84,-3
0.000000	0.000000	#124: 331,4
49.000000	49.000000	-105,2
0.000000	0.000000	#125: -235,-28
49.000000	49.000000	-303,12
0.000000	0.000000	#126: 229,-12
49.000000	49.000000	-359,9
0.000000	0.000000	#127: 13,-10
49.000000	49.000000	7,-15
0.000000	0.000000	#128: 30,3
49.000000	49.000000	7,-1
0.000000	0.000000	#129: 15,-6
49.000000	49.000000	21,-16
0.000000	0.000000	#130: 21,-18
49.000000	49.000000	9,-14
0.000000	0.000000	#131: 12,-26
49.000000	49.000000	24,-16
0.000000	0.000000	#132: 6,-4
49.000000	49.000000	12,-27
0.000000	0.000000	#133: 37,-16
49.000000	49.000000	6,-22
0.000000	0.000000	#134: 38,-21
49.000000	49.000000	34,12
0.000000	0.000000	#135: 20,-8
49.000000	49.000000	35,-20
0.000000	0.000000	#136: 33,9
49.000000	49.000000	3,-4
0.000000	0.000000	#137: 17,-14
49.000000	49.000000	21,-10
0.000000	0.000000	#138: 15,-15
49.000000	49.000000	12,-8
0.000000	0.000000	#139: 45,-23
49.000000	49.000000	19,-28
0.000000	0.000000	#140: 44,-29
49.000000	49.000000	5,6
0.000000	0.000000	#141: 32,9
49.000000	49.000000	32,-3
